TimeStamp,Pressure,Temperature,Humidity,LEDStatus,Resistance,Vstart,Vend,Vint
11/10/2017 18:40:53,1002.22,31.77,32.45,0,2585.354492,1,2,1
11/10/2017 18:41:02,1002.15,31.75,32.45,0,2585.370117,1,2,1
11/10/2017 18:41:02,1002.14,31.75,32.46,0,2585.364746,1,2,1
11/10/2017 18:41:02,1002.11,31.75,32.45,0,2585.359131,1,2,1
11/10/2017 18:41:02,1002.10,31.75,32.46,0,2585.377930,1,2,1
11/10/2017 18:41:02,1002.12,31.75,32.45,0,2585.373535,1,2,1
11/10/2017 18:41:02,1002.17,31.75,32.46,0,2585.369141,1,2,1
11/10/2017 18:41:03,1002.15,31.75,32.45,0,2585.354492,1,2,1
11/10/2017 18:41:03,1002.15,31.75,32.45,0,2585.342041,1,2,1
11/10/2017 18:41:03,1002.08,31.75,32.46,0,2585.341064,1,2,1
11/10/2017 18:41:03,1002.17,31.75,32.46,0,2585.337402,1,2,1
11/10/2017 18:41:03,1002.12,31.75,32.46,0,2585.322266,1,2,1
11/10/2017 18:41:03,1002.11,31.75,32.45,0,2585.340332,1,2,1
11/10/2017 18:41:03,1002.10,31.75,32.46,0,2585.340576,1,2,1
11/10/2017 18:41:04,1002.17,31.75,32.45,0,2585.339844,1,2,1
11/10/2017 18:41:04,1002.12,31.75,32.46,0,2585.354736,1,2,1
11/10/2017 18:41:04,1002.10,31.75,32.46,0,2585.347656,1,2,1
11/10/2017 18:41:04,1002.11,31.75,32.46,0,2585.346436,1,2,1
11/10/2017 18:41:04,1002.13,31.75,32.45,0,2585.356201,1,2,1
11/10/2017 18:41:04,1002.09,31.75,32.46,0,2585.367676,1,2,1
11/10/2017 18:41:04,1002.08,31.75,32.46,0,2585.381592,1,2,1
11/10/2017 18:41:05,1002.10,31.74,32.45,0,2585.382568,1,2,1
11/10/2017 18:41:05,1002.09,31.75,32.46,0,2585.369629,1,2,1
11/10/2017 18:41:05,1002.10,31.74,32.45,0,2585.353027,1,2,1
11/10/2017 18:41:05,1002.18,31.74,32.46,0,2585.358154,1,2,1
11/10/2017 18:41:05,1002.13,31.75,32.46,0,2585.372559,1,2,1
11/10/2017 18:41:05,1002.18,31.75,32.46,0,2585.369629,1,2,1
11/10/2017 18:41:06,1002.10,31.74,32.46,0,2585.372559,1,2,1
11/10/2017 18:41:06,1002.09,31.74,32.46,0,2585.362793,1,2,1
11/10/2017 18:41:06,1002.08,31.74,32.46,0,2585.362305,1,2,1
11/10/2017 18:41:06,1002.13,31.75,32.45,0,2585.371094,1,2,1
11/10/2017 18:41:06,1002.12,31.74,32.46,0,2585.373535,1,2,1
11/10/2017 18:41:06,1002.07,31.74,32.46,0,2585.369629,1,2,1
11/10/2017 18:41:06,1002.11,31.74,32.46,0,2585.371582,1,2,1
11/10/2017 18:41:07,1002.14,31.74,32.46,0,2585.370605,1,2,1
11/10/2017 18:41:07,1002.10,31.74,32.46,0,2585.384766,1,2,1
11/10/2017 18:41:07,1002.09,31.74,32.46,0,2585.391846,1,2,1
11/10/2017 18:41:07,1002.14,31.74,32.46,0,2585.374023,1,2,1
11/10/2017 18:41:07,1002.13,31.74,32.46,0,2585.380859,1,2,1
11/10/2017 18:41:07,1002.09,31.74,32.46,0,2585.375732,1,2,1
11/10/2017 18:41:07,1002.11,31.74,32.46,0,2585.391357,1,2,1
11/10/2017 18:41:08,1002.13,31.74,32.46,0,2585.390625,1,2,1
11/10/2017 18:41:08,1002.08,31.74,32.46,0,2585.378418,1,2,1
11/10/2017 18:41:08,1002.15,31.74,32.48,0,2585.376465,1,2,1
11/10/2017 18:41:08,1002.14,31.74,32.46,0,2585.385742,1,2,1
